ccaa,fuente,url,metodo,terminos,resultados,accesible,observaciones
NC,BON (buscador),https://bon.navarra.es/es/busquedas?p_p_id=es_navarra_bon_buscador_portlet_BuscadorPortlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_es_navarra_bon_buscador_portlet_BuscadorPortlet_mvcRenderCommandName=buscar,"POST portlet Liferay, campo contenido",centro de datos; centros de datos; centro de proceso de datos; centro de procesamiento de datos; centros de procesamiento de datos; data center,9 documentos; 1 filas,1,Busca en el texto completo. Acotado a 2019 en adelante.
PV,"Archivo local, expedientes no electricos",,"lectura de fichas (ambiental, urbanistico, municipal)",centro de datos; centro de proceso de datos; data center,39 documentos; 16 utilizables; 9 filas,1,Sin cita derivable del nombre no hay fila: por eso quedan fuera.
RI,"Archivo local, expedientes no electricos",,"lectura de fichas (ambiental, urbanistico, municipal)",centro de datos; centro de proceso de datos; data center,3 documentos; 2 utilizables; 0 filas,1,Sin cita derivable del nombre no hay fila: por eso quedan fuera.
Región de Murcia,"Ayuntamientos (Murcia, Moratalla, Caravaca de la Cruz, Cehegín, Cartagena)",https://www.borm.es/,"Solo a través de sus anuncios en BORM sección IV (barridos 'Espinardo' 51 anuncios, 'Moratalla' 171 anuncios, 'Myrtea', 'Escombreras'); no se consultaron sus sedes electrónicas","centro de datos, licencia de actividad, plan especial, interés público","0 anuncios municipales relacionados con centros de datos; en Moratalla solo licencias de plantas fotovoltaicas y la modificación n.º 6 del PGMO (Los Alderetes, 2020)",1,La licencia municipal del centro de datos de Los Alderetes (Moratalla) y la del CPD Titán (Murcia) habría que pedirlas por transparencia
Región de Murcia,"BOE, buscador avanzado (https://www.boe.es/buscar/boe.php), secciones I, III y V",https://www.boe.es/buscar/boe.php,curl GET con campos TITULOS (Murcia / Cartagena) + DOC (texto) + FPU 2019-01-01..2026-09-02; primero campo PRO (provincia) que no existe en el formulario y devolvió 0,"TITULOS=Murcia con DOC=""centro de datos"" (0), ""centros de datos"" (1: BOE-A-2022-24662, convenio de inclusión social, irrelevante), ""data center"" (0), ""centro de proceso de datos"" (1: BOE-A-2023-10195, convenio de gestión electoral, irrelevante), ""centro de procesamiento de datos"" (0); TITULOS=Cartagena con ""centro de datos"" (0)",0 expedientes pertinentes. Ningún anuncio del Área de Industria y Energía de la Delegación del Gobierno en Murcia (conexiones a 400 kV) menciona centros de datos,1,"También WebSearch 'site:boe.es Murcia ""centro de datos"" subestación autorización': solo anuncios de fotovoltaicas y de la ampliación de la subestación Fausita 400 kV (BOE-B-2025-2537), sin relación declarada con centros de datos"
Región de Murcia,"BORM, PDF de anuncios (https://www.borm.es/services/anuncio/ano/<año>/numero/<n>/pdf?id=<idAnuncio>)",https://www.borm.es/services/anuncio/ano/2026/numero/3020/pdf?id=843702,"curl con User-Agent de navegador; texto extraído con PyMuPDF; grep de 'centro de datos', 'demanda', 'presupuesto'","Anuncios 843702 (EIA20260005), 835013, 840065, 841646, 841647 (REE Espinardo 220 kV), 786336 y 784007 (PGMO Moratalla Los Alderetes), 837818 y 842679 (Salidas MT 20 kV ST Lentisco, C.R. Cehegín)",9 PDF leídos; solo el 843702 menciona centro de datos,1,Copias en datos/crudos/boletines/MC/
Región de Murcia,"BORM, buscador de anuncios (API JSON POST https://www.borm.es/services/buscador; parámetros textoLibre, fechaDesde, fechaHasta, tipoBusqueda)",https://www.borm.es/,"curl/python con User-Agent de navegador (la portada y el buscador web sirven un captcha ShieldSquare a clientes automáticos; la API y los PDF de services/anuncio responden). Ventana 01/01/2019-02/09/2026, búsqueda de frase exacta","""centro de datos"" (1), ""centros de datos"" (1, convenio educativo irrelevante), ""centro de proceso de datos"" (0), ""centro de procesamiento de datos"" (0), ""centros de proceso de datos"" (0), ""centros de procesamiento de datos"" (0), ""data center"" (0), ""data centers"" (1), ""datacenter"" (0), ""CPD"" (29, todos convocatorias CPD_ del Centro Universitario de la Defensa), ""subestación remota"" (0), ""centro de tratamiento de datos"" (0), ""campus de datos"" (0), ""hiperescala"" (0), ""Promoción y Desarrollo de Data Centers"" (1), ""Los Alderetes"" (3), ""Lentisco"" (11), ""Fotones"" (0), ""Casiopea"" (0), ""Kio Networks"" (0), ""Kumo"" (0), ""Fibra Medios"" (0), ""Titán"" (9, solares), ""Canal del Taibilla"" (2), ""Cartagena Data Green"" (0), ""Data Green"" (0); barridos de sumarios: ""subestación"" 2025-26 (25), ""centro de seccionamiento"" 2024-26 (20), ""suministro eléctrico"" 2024-26 (20), ""para suministro a"" 2024-26 (9), ""Espinardo"" (51), ""Myrtea"" (17), ""Moratalla"" (171), ""Escombreras"" 2025-26 (16), ""Interés Regional"" 2024-26 (4), ""actuación de interés regional"" (3)","1 anuncio pertinente (BORM 143 de 24-06-2026, anuncio 3020). Resultados guardados en datos/crudos/boletines/MC/BORM_API_resultados_busquedas_2026-09-02.json",1,"LIMITACIÓN COMPROBADA: el buscador indexa solo el sumario del anuncio, no el texto del PDF (frases del cuerpo como 'Mata Tamboleo' o 'Ley 21/2013' devuelven 0). Un anuncio de subestación o línea que sirva a un centro de datos sin citarlo en el sumario no aparece; por eso se hicieron los barridos de sumarios de instalaciones eléctricas 2024-2026 y se revisaron uno a uno"
Región de Murcia,"Buscadores alternativos (DuckDuckGo HTML, Bing, Brave, Startpage)",https://html.duckduckgo.com/html/,curl. DuckDuckGo devolvió captcha tras la primera consulta (que aportó el anuncio BORM 3020); Bing ignora el operador site: y geolocaliza mal; Brave indica 'operadores no aplicados'; Startpage sin resultados parseables,"site:borm.es ""centro de datos"" y variantes","1 (DuckDuckGo, primera consulta)",0,No fiables como sustituto de WebSearch
Región de Murcia,"CARM, Dirección General de Industria, Energía y Minas (información pública de instalaciones eléctricas)",https://www.borm.es/,"No existe portal propio de anuncios localizable; las informaciones públicas y autorizaciones (Ley 24/2013 art. 53, RD 1955/2000) se publican en BORM sección I.4 y I.3. Cubierto con los barridos de sumarios 'subestación', 'centro de seccionamiento', 'suministro eléctrico', 'para suministro a', 'Espinardo', 'Lentisco', 'Escombreras' 2024-2026",ver BORM,"Ningún anuncio de la DG con 'centro de datos' en el sumario salvo el EIA20260005 (cuyo órgano sustantivo es esta DG). Revisados 25 anuncios de subestaciones 2025-2026: renovables, ADIF, Fausita 400 kV y la nueva ST Espinardo 220 kV de Red Eléctrica",1,La autorización administrativa previa/de construcción de la LSMT del centro de datos (expediente de la DG) aún no aparece publicada a 02-09-2026; solo la información pública conjunta del EIA
Región de Murcia,"CARM, ordenación del territorio / urbanismo (actuaciones de interés regional) y Consejo de Gobierno (transparencia.carm.es)",https://transparencia.carm.es/wres/transparencia/doc/Consejo_Gobierno/actas/2025_07_24_actasCG.pdf,Barrido BORM 'actuación de interés regional' e 'Interés Regional' 2019-2026; acta del Consejo de Gobierno de 24-07-2025 descargada de transparencia.carm.es y leída con PyMuPDF,"""actuación de interés regional"", ""Interés Regional"", centro de datos","Solo la ZAL de Los Camachos (Cartagena, 2020-2023), sin relación con centros de datos; acta 24-07-2025 sin mención (38 págs.)",1,WebSearch 'site:carm.es centro de datos' no devolvió páginas de carm.es
Región de Murcia,"CARM, portal de calidad ambiental / evaluación ambiental (https://calidadambiental.carm.es), ficha de expediente",https://calidadambiental.carm.es/resultado-busqueda/info-expediente/?expediente=EIA20260005&expBus=EIA20260005,"curl de la ficha del expediente EIA20260005 (los datos vienen incrustados en scripts innerHTML); listado de información pública (/resultado-busqueda?eip=SI) es una página JS sin datos incrustados, no consultable por texto desde curl",expediente=EIA20260005,"1 ficha: estado, municipio, ubicación (polígonos 20-21, parcelas 12-14), promotor con NIF, órganos, fechas de información pública, 14 consultas, 3 documentos",1,Copia local CARM-calidadambiental_EIA20260005_ficha.html
Región de Murcia,"CARM, sede electrónica jAD (https://sede.carm.es/jAD/PAE_PUBLICO/AccesoPublico.xhtml?URLParam.iddoc=...), documentos del expediente EIA20260005",https://sede.carm.es/jAD/PAE_PUBLICO/AccesoPublico.xhtml?URLParam.iddoc=ES_A14028280_2026_DOCH179897352M1781678745565RB2,curl y WebFetch bloqueados por Radware/PerfDrive (redirección a validate.perfdrive.com). Descargados con el navegador Chrome (extensión) desde la ficha del portal ambiental,"PROYECTO BÁSICO (An_25-146, 102 págs., 17 MB) y ESTUDIO DE IMPACTO AMBIENTAL (123 págs., dic-2025)","2 documentos: 5 MW, 12.815 m, PEM 1.525.419,83 EUR, punto de conexión ST Lentisco (i-DE), expediente de acceso 9043612874",1,Copias en datos/crudos/boletines/MC/ (CARM-sede_EIA20260005_ProyectoBasico_... y CARM-sede_EIA20260005_EstudioImpactoAmbiental_...). Los originales quedaron también en la carpeta Descargas del usuario
Región de Murcia,Data Center Map,https://www.datacentermap.com/spain/murcia/,"No intentado, por instrucción (bloquea clientes automáticos). datos/intermedios/dcm_indice.csv solo contiene mercados madrid y zaragoza; las 3 fichas de Murcia no están capturadas",,,0,"Las fichas de Murcia serían previsiblemente Titán (Fibra Medios Telecom SL), Kumo/Kio España (c/ Santiago Navarro 8) y una tercera no identificada"
Región de Murcia,Google News RSS (https://news.google.com/rss/search?q=...&hl=es&gl=ES),https://news.google.com/rss/search?q=%22centro+de+datos%22+%22Regi%C3%B3n+de+Murcia%22&hl=es&gl=ES&ceid=ES:es,"curl del feed; lectura de títulos, fechas y fuentes","""centro de datos"" ""Región de Murcia""; ""data center"" Murcia; ""centro de datos"" Cartagena; Lorca/Alhama/Yecla/Jumilla/Molina/Alcantarilla; Caravaca/Cehegín/Moratalla/Bullas/Calasparra; Fuente Álamo/Mazarrón/Totana/Cieza/Archena/Torre Pacheco/San Javier/Águilas; ""Promoción y Desarrollo de Data Centers""; Casiopea Fotones; ""Cartagena Data Green""; Escombreras; Telefónica nodo Edge; Kumo/Kio; Titán CPD; Ayuntamiento licencia/plan especial","Proyectos localizados: Casiopea (Fotones), Cartagena Data Green, Titán CPD, Kumo/Kio, nodo Edge Telefónica. Ninguna noticia sobre el centro de datos de Moratalla/Caravaca ni sobre su promotor",1,"Descartados por no ser centros de datos: SOC de Vodafone en Alcantarilla (4 M EUR, feb-2026), centro de chips Quantix, Espacio Dato/CAETRA en Cartagena"
Región de Murcia,Prensa y notas corporativas (WebFetch/curl),https://murciaplaza.com/murciaplaza/empresas-murcia/murcia-acogera-su-primer-macroproyecto-tecnologico-fotones-impulsa-un-centro-de-datos-en-espinardo-que-costara-1150-millones-de-euros,"WebFetch: Murcia Plaza (03-06-2026 y 27-05-2026), Revista Cloud 16-06-2026, BeBeez 06-06-2026, El Español 10-11-2023, Data Center Market (KIO 2014), guia.datacentermarket.es (Titán); curl: DCD (03-06-2026 y 06-02-2026; WebFetch devuelve 403), telefonica.com 23-07-2026; empresia.es y libreborme.net (datos registrales del promotor)","Casiopea, Cartagena Data Green, Titán CPD, KIO/Kumo, Telefónica Edge, Promoción y Desarrollo de Data Centers",Ver proyectos_identificados,1,"403 en WebFetch: cdecomunicacion.es, murciastartup.com, murciadiario.com, datacenterdynamics.com (este último accesible con curl)"
Región de Murcia,WebSearch site:borm.es,https://www.borm.es/,WebSearch con filtro de dominio (2 consultas antes de agotarse el presupuesto de 200 búsquedas de la sesión),"site:borm.es ""centro de datos""; site:borm.es ""centro de proceso de datos"" OR ""centro de procesamiento de datos"" OR ""data center""",0 pertinentes (un anuncio de 2008 de contratación municipal de un CPD),1,"El presupuesto de WebSearch de la sesión se agotó tras 9 consultas; el resto del barrido se hizo con curl, WebFetch, la API del BORM y Google News RSS"
VC,"Archivo local, expedientes no electricos",,"lectura de fichas (ambiental, urbanistico, municipal)",centro de datos; centro de proceso de datos; data center,20 documentos; 5 utilizables; 1 filas,1,Sin cita derivable del nombre no hay fila: por eso quedan fuera.
